dish_id,total_calories,total_mass,ingredient_names,image_path
dish_1558380527,385.952026,112.0,sausage,./data/images/dish_1558380527/rgb.png
dish_1558725734,30.75,75.0,carrot,./data/images/dish_1558725734/rgb.png
dish_1560787817,292.229004,165.0,berries yam bagels bacon cream cheese,./data/images/dish_1560787817/rgb.png
dish_1567801716,101.042,38.0,cheese pizza,./data/images/dish_1567801716/rgb.png
dish_1562790224,312.749756,116.0,walnuts salt mustard olive oil blueberries arugula vinegar chard pepper,./data/images/dish_1562790224/rgb.png
dish_1564516483,364.234009,374.0,snow peas garlic carrot pepper white beans olive oil salt lime parsley onions chicken breast chive artichokes cherry tomatoes fish olives bell peppers arugula,./data/images/dish_1564516483/rgb.png
dish_1556575273,103.300003,152.0,celery olives brussels sprouts,./data/images/dish_1556575273/rgb.png
dish_1559675101,13.33,31.0,brussels sprouts,./data/images/dish_1559675101/rgb.png
dish_1565210009,263.816223,290.0,olive oil lemon juice kale onions salt green beans garlic pineapple white rice cilantro pepper vinegar chicken thighs brussels sprouts,./data/images/dish_1565210009/rgb.png
dish_1560455224,181.740845,244.0,arugula mustard vinegar mixed greens carrot pumpkin seeds lettuce salt honeydew melons green beans wild rice olive oil,./data/images/dish_1560455224/rgb.png
dish_1563563492,192.370255,176.0,olive oil pizza bok choy,./data/images/dish_1563563492/rgb.png
dish_1564159588,477.151001,113.0,turkey bacon sausage bacon,./data/images/dish_1564159588/rgb.png
dish_1562704616,317.781311,213.0,onions vinegar squash bok choy millet beef salt cheese pizza spinach cooked shallots olive oil,./data/images/dish_1562704616/rgb.png
dish_1566329203,94.25,377.0,cauliflower,./data/images/dish_1566329203/rgb.png
dish_1562961650,555.712891,312.0,quinoa white rice pork jalapenos pizza onions olive oil cilantro salt garlic soy sauce tomatillo fish bok choy arugula lemon juice sugar pepper,./data/images/dish_1562961650/rgb.png
dish_1562008695,18.0,72.0,cauliflower,./data/images/dish_1562008695/rgb.png
dish_1568319725,111.637299,59.0,olive oil mustard cucumbers salt garlic bell peppers radishes vinegar,./data/images/dish_1568319725/rgb.png
dish_1558641211,3.28,8.0,carrot,./data/images/dish_1558641211/rgb.png
dish_1561491121,31.45747,28.0,salt garlic olive oil mustard blueberries vinegar spinach raw radishes,./data/images/dish_1561491121/rgb.png
dish_1558723894,757.612976,405.0,almonds cauliflower corn on the cob apple,./data/images/dish_1558723894/rgb.png
dish_1559240089,202.821503,385.0,salt pepper olive oil carrot orange pears,./data/images/dish_1559240089/rgb.png
dish_1560270585,43.800003,114.0,pineapple watermelon,./data/images/dish_1560270585/rgb.png
dish_1558379876,1148.250977,374.0,deprecated sausage almonds,./data/images/dish_1558379876/rgb.png
dish_1562611649,278.488983,146.0,radishes pepperoni pizza steak vinegar blueberries kale lemon juice salt cilantro pineapple jalapenos spinach raw onions mustard olive oil white rice garlic,./data/images/dish_1562611649/rgb.png
dish_1559838279,103.699997,114.0,bacon berries,./data/images/dish_1559838279/rgb.png
dish_1563566674,100.893005,88.0,olive oil olives wheat berry,./data/images/dish_1563566674/rgb.png
dish_1567107049,107.202995,23.0,brownies,./data/images/dish_1567107049/rgb.png
dish_1567537457,297.765015,361.0,vinaigrette pineapple white rice feta cheese onions cucumbers olive oil kale lettuce cherry tomatoes cantaloupe olives chicken thighs vinegar lemon juice salt cilantro bell peppers broccoli garlic,./data/images/dish_1567537457/rgb.png
dish_1558637896,84.870003,123.0,grapes,./data/images/dish_1558637896/rgb.png
dish_1558721559,37.720001,92.0,carrot,./data/images/dish_1558721559/rgb.png
dish_1563305321,32.936092,67.0,salt carrot olive oil pepper,./data/images/dish_1563305321/rgb.png
dish_1558630600,73.839996,142.0,apple,./data/images/dish_1558630600/rgb.png
dish_1566328894,236.650986,89.0,cheese pizza,./data/images/dish_1566328894/rgb.png
dish_1567022147,34.920002,128.0,cherry tomatoes bell peppers,./data/images/dish_1567022147/rgb.png
dish_1559841023,73.599998,46.0,chicken apple sausage,./data/images/dish_1559841023/rgb.png
dish_1565210073,364.416199,511.0,salt lemon juice olive oil brussels sprouts cilantro garlic pepper white rice pineapple chicken thighs vinegar green beans onions kale caesar salad,./data/images/dish_1565210073/rgb.png
dish_1562861125,190.807861,235.0,bell peppers mustard cucumbers salt garlic egg whites olive oil vinegar radishes,./data/images/dish_1562861125/rgb.png
dish_1564171970,498.821136,396.0,garlic salt lemon juice cucumbers tatsoi olive oil wheat berry thyme kale parsley brown rice arugula salmon pepper,./data/images/dish_1564171970/rgb.png
dish_1567542914,513.996338,297.0,chili pineapple chicken thighs white rice pepper soy sauce orange juice lemon juice kale olive oil garlic green onions cilantro salt broccoli cheese pizza carrot vinegar onions beef,./data/images/dish_1567542914/rgb.png
dish_1566931674,990.989014,531.0,chicken mixed greens avocado broccoli parmesan cheese olive oil olives,./data/images/dish_1566931674/rgb.png
dish_1560454513,54.444004,62.0,garlic olive oil cucumbers mixed greens carrot green beans salt cherry tomatoes parsley vinegar,./data/images/dish_1560454513/rgb.png
dish_1560270630,120.560005,215.0,pineapple watermelon sweet potato,./data/images/dish_1560270630/rgb.png
dish_1558115601,85.470001,111.0,potatoes,./data/images/dish_1558115601/rgb.png
dish_1562871448,295.850922,276.0,white rice squash salt cheese pizza brussels sprouts pepper olive oil,./data/images/dish_1562871448/rgb.png
dish_1558029923,279.550995,200.0,bacon yam cantaloupe,./data/images/dish_1558029923/rgb.png
dish_1565898723,603.390259,588.0,shallots green beans cherry tomatoes ginger jalapenos onions olive oil tuna garlic lime cilantro salmon olives salt brown rice spinach raw lemon juice carrot chili,./data/images/dish_1565898723/rgb.png
dish_1565194684,196.559998,378.0,egg whites,./data/images/dish_1565194684/rgb.png
dish_1563813221,19.402905,38.0,salt pepper olive oil brussels sprouts,./data/images/dish_1563813221/rgb.png
dish_1563309315,613.17688,462.0,olives chicken parsley spinach raw wheat berry thyme olive oil salt lemon juice shallots bell peppers lettuce garlic,./data/images/dish_1563309315/rgb.png
dish_1560443437,116.279999,204.0,berries,./data/images/dish_1560443437/rgb.png
dish_1562963583,138.320007,52.0,pizza,./data/images/dish_1562963583/rgb.png
dish_1565107119,426.374634,562.0,sweet potato scrambled eggs olive oil egg whites,./data/images/dish_1565107119/rgb.png
dish_1563553756,309.145813,124.0,mixed greens granola blackberries vinaigrette bacon raspberries,./data/images/dish_1563553756/rgb.png
dish_1565119642,26.52,78.0,kale chard,./data/images/dish_1565119642/rgb.png
dish_1564429184,389.65799,202.0,tempeh,./data/images/dish_1564429184/rgb.png
dish_1562950018,200.220001,142.0,roasted potatoes,./data/images/dish_1562950018/rgb.png
dish_1566502061,408.339417,385.0,pork corn on the cob bok choy pepper garlic soy sauce white rice sugar salt olive oil,./data/images/dish_1566502061/rgb.png
dish_1558639167,80.079994,154.0,apple,./data/images/dish_1558639167/rgb.png
dish_1562788816,506.603485,320.0,cherry tomatoes pork corn on the cob onions parsley olive oil country rice lemon juice fish pepper white rice brown rice vinegar basil salt broccoli garlic shallots green onions,./data/images/dish_1562788816/rgb.png
dish_1558719040,31.960001,94.0,cantaloupe,./data/images/dish_1558719040/rgb.png
dish_1567801748,169.072418,71.0,cheese pizza sugar soy sauce garlic salt white rice bok choy pepper pork,./data/images/dish_1567801748/rgb.png
dish_1559844063,139.810013,277.0,strawberries pears,./data/images/dish_1559844063/rgb.png
dish_1565036953,586.944702,443.0,green onions chili chicken thighs white rice cauliflower vinegar caesar salad brown rice onions basil orange juice soy sauce olive oil lemon juice broccoli salt beef radishes roasted potatoes parsley kale arugula thyme garlic cheese pizza,./data/images/dish_1565036953/rgb.png
dish_1559848857,28.089998,53.0,mandarin oranges,./data/images/dish_1559848857/rgb.png
dish_1558640705,96.759995,234.0,cherry tomatoes apple cantaloupe,./data/images/dish_1558640705/rgb.png
dish_1561407312,127.826668,121.0,chicken white rice onions pepper couscous ginger olive oil green onions mustard garlic carrot cherry tomatoes spinach raw vinegar green beans salt broccoli pears mixed greens soy sauce,./data/images/dish_1561407312/rgb.png
dish_1560799368,108.403069,53.0,white rice rosemary parsley onions zucchini olive oil salt pork arugula garlic,./data/images/dish_1560799368/rgb.png
dish_1563911156,140.448929,96.0,olive oil onions pepper tomatoes millet bell peppers chicken salt garlic spinach raw jalapenos,./data/images/dish_1563911156/rgb.png
dish_1558725621,349.220032,223.0,brussels sprouts almonds cauliflower,./data/images/dish_1558725621/rgb.png
dish_1563464627,310.5,115.0,cream cheese bagels,./data/images/dish_1563464627/rgb.png
dish_1565898511,57.16,102.0,cherry tomatoes olives,./data/images/dish_1565898511/rgb.png
dish_1563812535,298.893005,266.0,turkey bacon egg whites,./data/images/dish_1563812535/rgb.png
dish_1559149650,26.24,64.0,carrot,./data/images/dish_1559149650/rgb.png
dish_1561575300,326.780029,199.0,olive oil onions salt bell peppers shallots spinach cooked millet bok choy beef vinegar,./data/images/dish_1561575300/rgb.png
dish_1563564797,411.264465,310.0,white rice carrot eggs chard wheat berry cream ground turkey thyme kale parsley celery chive shallots corn on the cob croutons mushroom parmesan cheese fish cherry tomatoes olive oil caesar dressing onions lemon juice salt garlic,./data/images/dish_1563564797/rgb.png
dish_1568048053,607.200073,356.0,chicken apple sausage turkey bacon scrambled eggs olive oil broccoli,./data/images/dish_1568048053/rgb.png
dish_1561575274,305.180023,145.0,olive oil onions salt shallots spinach cooked millet bok choy beef vinegar,./data/images/dish_1561575274/rgb.png
dish_1564073716,214.527802,295.0,scrambled eggs olive oil sweet potato egg whites,./data/images/dish_1564073716/rgb.png
dish_1566934455,528.042908,395.0,pepper arugula cookies artichokes olive oil parsley snow peas onions salt lime chive garlic fish white beans cheese pizza cauliflower bell peppers,./data/images/dish_1566934455/rgb.png
dish_1563395374,158.333496,84.0,cheese pizza pepper olive oil carrot salt,./data/images/dish_1563395374/rgb.png
dish_1562012048,278.973877,248.0,quinoa salt arugula parsley thyme lemon juice olive oil garlic shallots,./data/images/dish_1562012048/rgb.png
dish_1566413419,285.830017,280.0,chicken avocado spinach raw broccoli,./data/images/dish_1566413419/rgb.png
dish_1558115282,74.879997,144.0,deprecated,./data/images/dish_1558115282/rgb.png
dish_1562095283,229.517426,197.0,onions cucumbers mustard salt garlic sun dried tomatoes vinegar spinach raw olive oil,./data/images/dish_1562095283/rgb.png
dish_1560541706,110.802574,140.0,walnuts salt mustard olive oil vinegar chard blueberries arugula pepper cauliflower,./data/images/dish_1560541706/rgb.png
dish_1565798558,88.315727,109.0,lime salt mixed greens olive oil cucumbers onions vinegar broccoli pepper cherry tomatoes lettuce,./data/images/dish_1565798558/rgb.png
dish_1562690047,68.642334,68.0,mixed greens onions lime lettuce cucumbers olive oil vinegar cherry tomatoes pepper salt,./data/images/dish_1562690047/rgb.png
dish_1563206562,98.208679,68.0,yam sweet potato olive oil,./data/images/dish_1563206562/rgb.png
dish_1561577219,308.891754,216.0,chard tofu vinegar arugula pepper mushroom thyme chicken oregano salt cheese pizza garlic mustard shallots butter eggplant blueberries wheat berry cream walnuts roasted potatoes basil lemon juice white wine rosemary olive oil,./data/images/dish_1561577219/rgb.png
dish_1559158425,2.99,13.0,spinach raw,./data/images/dish_1559158425/rgb.png
dish_1558379588,74.360001,143.0,deprecated,./data/images/dish_1558379588/rgb.png
dish_1561654732,242.360001,191.0,sweet potato scrambled eggs,./data/images/dish_1561654732/rgb.png
dish_1567110519,100.944618,100.0,lettuce lime mixed greens pepper onions cucumbers olive oil vinegar salt cherry tomatoes,./data/images/dish_1567110519/rgb.png
dish_1565725071,109.659996,190.0,olives carrot bell peppers,./data/images/dish_1565725071/rgb.png
dish_1562702379,100.882935,227.0,lettuce cherry tomatoes bell peppers cucumbers feta cheese onions olives cauliflower vinaigrette,./data/images/dish_1562702379/rgb.png
dish_1566413388,207.429993,231.0,chicken spinach raw broccoli,./data/images/dish_1566413388/rgb.png
dish_1559925083,125.135506,81.0,yam sweet potato bacon,./data/images/dish_1559925083/rgb.png
dish_1561134156,118.540001,220.0,watermelon berries sweet potato,./data/images/dish_1561134156/rgb.png
dish_1559240875,116.116005,203.0,pears,./data/images/dish_1559240875/rgb.png
dish_1565209922,201.565338,169.0,kale lemon juice onions salt garlic white rice pineapple cilantro vinegar olive oil chicken thighs,./data/images/dish_1565209922/rgb.png
dish_1564169197,116.449997,50.0,sandwiches,./data/images/dish_1564169197/rgb.png
dish_1561060448,109.018997,41.0,cheese pizza,./data/images/dish_1561060448/rgb.png
dish_1565811390,205.092285,266.0,salmon bok choy salt arugula olive oil brown rice wheat berry thyme pepper,./data/images/dish_1565811390/rgb.png
dish_1565809033,341.419983,433.0,bell peppers onions cherry tomatoes tuna,./data/images/dish_1565809033/rgb.png
dish_1563389446,117.787598,173.0,garlic radishes blueberries spinach raw vinegar olive oil mustard broccoli salt,./data/images/dish_1563389446/rgb.png
dish_1562617492,558.5578,373.0,radishes brown rice vinegar kale onions cilantro roasted potatoes garlic caesar salad pineapple steak arugula pepperoni pizza jalapenos chicken thighs white rice thyme olive oil parsley lemon juice basil broccoli salt,./data/images/dish_1562617492/rgb.png
dish_1558628339,70.330002,13.0,bacon,./data/images/dish_1558628339/rgb.png
dish_1560356627,980.047974,301.0,scrambled eggs bacon sausage,./data/images/dish_1560356627/rgb.png
dish_1566847483,476.231934,314.0,vinegar salt shallots blueberries cabbage olive oil parsley arugula lemon juice mayonnaise pecans wheat berry pork carrot thyme garlic mustard jalapenos chard pepper quinoa,./data/images/dish_1566847483/rgb.png
dish_1562785159,265.662659,315.0,green onions salt caesar salad country rice onions olive oil fish garlic,./data/images/dish_1562785159/rgb.png
dish_1560455179,103.320847,150.0,carrot honeydew melons pumpkin seeds lettuce mustard salt olive oil arugula vinegar mixed greens,./data/images/dish_1560455179/rgb.png
dish_1568056258,506.357971,485.0,olives carrot chicken caesar dressing cherry tomatoes onions,./data/images/dish_1568056258/rgb.png
dish_1558637351,80.079994,154.0,apple,./data/images/dish_1558637351/rgb.png
dish_1562875273,495.910278,306.0,caesar salad pepper spinach raw squash wheat berry rosemary lemon juice pizza parsley garlic green beans thyme olive oil basil zucchini salt chicken,./data/images/dish_1562875273/rgb.png
dish_1565118096,656.429932,588.0,chicken breast tuna cheese pizza cherry tomatoes bell peppers carrot pineapple,./data/images/dish_1565118096/rgb.png
dish_1558116260,433.575012,75.0,almonds,./data/images/dish_1558116260/rgb.png
dish_1563986093,239.029999,215.0,berries scrambled eggs,./data/images/dish_1563986093/rgb.png
dish_1562690144,645.762329,354.0,cherry tomatoes lime pepper mixed greens chicken apple sausage olive oil cucumbers onions scrambled eggs vinegar bacon salt lettuce,./data/images/dish_1562690144/rgb.png
dish_1559751744,227.329987,188.0,eggs berries,./data/images/dish_1559751744/rgb.png
dish_1562097673,345.657349,307.0,beets parsley arugula vinegar artichokes mustard lettuce snow peas garlic bell peppers olive oil white beans fish carrot chive pepper onions salt lime wheat berry,./data/images/dish_1562097673/rgb.png
dish_1564086778,645.801453,437.0,salt bok choy chard spinach raw pork olive oil parsley lemon juice cheese pizza chive carrot chicken cheese white rice pasta corn on the cob cherry tomatoes brown rice pepper sugar soy sauce onions rosemary basil garlic pesto caesar salad,./data/images/dish_1564086778/rgb.png
dish_1563207389,337.27002,327.0,pineapple sweet potato olive oil scrambled eggs egg whites grapes yam,./data/images/dish_1563207389/rgb.png
dish_1567022338,507.243011,463.0,carrot bell peppers chicken parmesan cheese onions cherry tomatoes olives,./data/images/dish_1567022338/rgb.png
dish_1560368815,400.337677,442.0,mixed greens carrot arugula mustard garlic radishes blueberries eggplant vinegar tofu spinach raw olive oil pumpkin seeds asparagus salt lettuce,./data/images/dish_1560368815/rgb.png
dish_1561405934,287.331848,243.0,cucumbers olive oil soy sauce green onions salt carrot cheese pizza pepper chicken lettuce cherry tomatoes green beans spinach raw ginger lime onions mixed greens garlic broccoli white rice vinegar,./data/images/dish_1561405934/rgb.png
dish_1563206409,443.463837,277.0,scrambled eggs cheese,./data/images/dish_1563206409/rgb.png
dish_1563208094,160.311234,111.0,yam sweet potato olive oil,./data/images/dish_1563208094/rgb.png
dish_1564774773,50.136581,90.0,broccoli olive oil,./data/images/dish_1564774773/rgb.png
dish_1563564760,341.852448,243.0,eggs croutons mushroom olive oil ground turkey kale salt chive carrot garlic white rice corn on the cob parmesan cheese cream onions celery caesar dressing thyme,./data/images/dish_1563564760/rgb.png
dish_1565031338,296.240448,215.0,beef orange juice white rice soy sauce salt vinegar kale olive oil onions caesar salad garlic chili broccoli green onions,./data/images/dish_1565031338/rgb.png
dish_1560961179,153.919998,104.0,scrambled eggs,./data/images/dish_1560961179/rgb.png
dish_1563551397,365.53064,302.0,salt pepper brussels sprouts olive oil scrambled eggs,./data/images/dish_1563551397/rgb.png
dish_1564518850,194.326996,119.0,frozen yogurt,./data/images/dish_1564518850/rgb.png
dish_1565797699,128.928864,171.0,berries vinaigrette granola blackberries mixed greens watermelon raspberries,./data/images/dish_1565797699/rgb.png
dish_1568060646,31.48,97.0,mixed greens onions,./data/images/dish_1568060646/rgb.png
dish_1559845018,302.425995,175.0,almonds mandarin oranges potatoes,./data/images/dish_1559845018/rgb.png
dish_1562183175,290.28244,324.0,arugula blueberries vinegar spinach raw parsley roasted potatoes pepper chard green beans mushroom mustard olive oil almonds salt carrot walnuts,./data/images/dish_1562183175/rgb.png
dish_1564083534,309.061981,307.0,cherry tomatoes grilled chicken olives bell peppers,./data/images/dish_1564083534/rgb.png
dish_1565382969,13.110001,57.0,spinach raw,./data/images/dish_1565382969/rgb.png
dish_1559846311,114.972008,201.0,pears,./data/images/dish_1559846311/rgb.png
dish_1565810205,126.965538,153.0,salt lettuce carrot olive oil mustard tofu vinegar arugula mixed greens pumpkin seeds,./data/images/dish_1565810205/rgb.png
dish_1556575499,103.299995,152.0,olives brussels sprouts celery,./data/images/dish_1556575499/rgb.png
dish_1562945851,91.26532,150.0,vinaigrette cantaloupe granola blackberries berries mixed greens raspberries honeydew melons,./data/images/dish_1562945851/rgb.png
dish_1567106594,15.84,88.0,cherry tomatoes,./data/images/dish_1567106594/rgb.png
dish_1561666897,532.508606,402.0,carrot chicken basil lemon juice vinegar pork bok choy parsley salt cucumbers onions sugar mixed greens caesar salad garlic cherry tomatoes pepper corn on the cob brown rice chard white rice olive oil soy sauce chive rosemary lettuce cheese pizza lime,./data/images/dish_1561666897/rgb.png
dish_1561661972,12.09,39.0,green beans,./data/images/dish_1561661972/rgb.png
dish_1558722906,95.489998,90.0,corn on the cob,./data/images/dish_1558722906/rgb.png
dish_1557853314,115.413002,93.0,yam,./data/images/dish_1557853314/rgb.png
dish_1560366998,39.600002,131.0,honeydew melons cherry tomatoes,./data/images/dish_1560366998/rgb.png
dish_1564777986,372.230896,221.0,cheese pizza broccoli olive oil spinach cooked shallots onions vinegar salt millet bok choy beef,./data/images/dish_1564777986/rgb.png
dish_1563565683,65.742775,63.0,olive oil chard cherry tomatoes fish chive shallots garlic parsley lemon juice kale salt wheat berry,./data/images/dish_1563565683/rgb.png
dish_1558459528,11.52,64.0,cherry tomatoes,./data/images/dish_1558459528/rgb.png
dish_1562787817,348.898071,184.0,pepper apple arugula brown rice pilaf parsley garlic shallots olive oil cherry tomatoes salt broccoli pork basil lemon juice onions mustard greens cranberries vinegar bulgur,./data/images/dish_1562787817/rgb.png
dish_1560367296,184.383316,362.0,beets mustard tofu vinegar fish lettuce asparagus mixed greens country rice garlic salt green onions onions olive oil arugula mushroom cherry tomatoes pumpkin seeds honeydew melons carrot cucumbers,./data/images/dish_1560367296/rgb.png
dish_1560369421,413.946655,411.0,pork eggplant pepper fish country rice salt garlic broccoli basil shallots green onions olive oil vinegar brown rice cherry tomatoes white rice asparagus onions parsley lemon juice,./data/images/dish_1560369421/rgb.png
dish_1565981769,23.104424,47.0,pepper olive oil carrot salt,./data/images/dish_1565981769/rgb.png
dish_1558549086,73.150002,95.0,potatoes,./data/images/dish_1558549086/rgb.png
dish_1562945131,37.323902,67.0,broccoli olive oil,./data/images/dish_1562945131/rgb.png
dish_1562784242,85.120003,32.0,pizza,./data/images/dish_1562784242/rgb.png
dish_1564685406,367.6474,192.0,bell peppers steak cherry tomatoes vinegar ketchup spinach raw pepper onions lime lettuce mixed greens olive oil cucumbers salt millet,./data/images/dish_1564685406/rgb.png
dish_1562611878,286.894592,311.0,chickpeas parsley salt broccoli olive oil mustard greens squash arugula vinegar pepper,./data/images/dish_1562611878/rgb.png
dish_1561579845,307.264221,163.0,wheat berry rosemary onions butter white wine pepper spinach cooked garlic millet bok choy beef arugula cream oregano thyme olive oil lemon juice salt shallots chicken mushroom vinegar basil,./data/images/dish_1561579845/rgb.png
dish_1560543505,66.18,172.0,tomatoes caesar salad,./data/images/dish_1560543505/rgb.png
dish_1559844928,66.220001,86.0,potatoes,./data/images/dish_1559844928/rgb.png
dish_1563555100,190.920013,186.0,cantaloupe scrambled eggs,./data/images/dish_1563555100/rgb.png
dish_1562945332,246.650803,325.0,chia seeds broccoli greek yogurt egg whites olive oil milk,./data/images/dish_1562945332/rgb.png
dish_1558721700,19.040001,56.0,cantaloupe,./data/images/dish_1558721700/rgb.png
dish_1561146781,300.100006,223.0,bagels apple,./data/images/dish_1561146781/rgb.png
dish_1564601470,15.841,73.0,turnips,./data/images/dish_1564601470/rgb.png
dish_1559246053,251.04599,494.0,cauliflower orange berries pears,./data/images/dish_1559246053/rgb.png
dish_1562096608,176.712036,163.0,salt vinegar green beans snow peas olive oil onions mixed greens artichokes lime bell peppers chive fish white beans beets arugula parsley garlic pepper quinoa,./data/images/dish_1562096608/rgb.png
dish_1560453412,591.07843,631.0,salmon kimchi olive oil spinach raw squash wheat berry thyme basil rosemary zucchini tomatoes chicken garlic green beans pepper arugula brown rice wild rice parsley lemon juice salt,./data/images/dish_1560453412/rgb.png
dish_1563996656,376.620392,284.0,carrot cilantro garlic shallots pepper jalapenos brown rice vinegar caesar salad steak olive oil tatsoi lemon juice parsley salt,./data/images/dish_1563996656/rgb.png
dish_1566931548,154.980011,253.0,mixed greens olives broccoli,./data/images/dish_1566931548/rgb.png
dish_1561661552,394.725677,325.0,garlic soy sauce salt bok choy cucumbers pork broccoli pepper white rice sugar,./data/images/dish_1561661552/rgb.png
dish_1562009314,99.567535,195.0,brussels sprouts salt pepper olive oil,./data/images/dish_1562009314/rgb.png
dish_1561392459,395.225983,275.0,strawberries sausage scrambled eggs broccoli,./data/images/dish_1561392459/rgb.png
dish_1561480460,285.402008,277.0,pineapple scrambled eggs turkey bacon berries,./data/images/dish_1561480460/rgb.png
dish_1562094694,134.596008,142.0,green beans vinegar cherry tomatoes mixed greens carrot garlic salt parsley olive oil cucumbers,./data/images/dish_1562094694/rgb.png
dish_1565895808,51.80175,99.0,green beans olive oil,./data/images/dish_1565895808/rgb.png
dish_1560888817,47.939999,34.0,roasted potatoes,./data/images/dish_1560888817/rgb.png
dish_1563475826,74.279999,176.0,honeydew melons pineapple,./data/images/dish_1563475826/rgb.png
dish_1563550950,183.169998,93.0,scrambled eggs bacon cheese,./data/images/dish_1563550950/rgb.png
dish_1562959700,315.413727,153.0,pork pepper white rice soy sauce garlic bok choy salt sugar,./data/images/dish_1562959700/rgb.png
dish_1558458541,294.830994,51.0,almonds,./data/images/dish_1558458541/rgb.png
dish_1566414780,807.416321,651.0,wheat berry chicken cream oregano green beans lemon juice olive oil thyme onions garlic white wine fish pepper caesar salad arugula mushroom butter green onions rosemary basil shallots country rice roasted potatoes salt,./data/images/dish_1566414780/rgb.png
dish_1567785130,76.690483,59.0,raspberries vinaigrette granola blackberries mixed greens,./data/images/dish_1567785130/rgb.png
dish_1563567319,398.630829,382.0,fish cherry tomatoes salt wheat berry chard kale lemon juice parsley garlic shallots olive oil chive,./data/images/dish_1563567319/rgb.png
dish_1561576074,374.54538,216.0,beef cheese pizza white wine olives lemon juice thyme rosemary arugula olive oil onions mushroom spinach cooked roasted potatoes shallots oregano garlic bok choy millet chicken pepper wheat berry vinegar parmesan cheese butter cream basil cherry tomatoes salt,./data/images/dish_1561576074/rgb.png
dish_1561737776,375.299988,139.0,bagels cream cheese,./data/images/dish_1561737776/rgb.png
dish_1564778057,575.185059,377.0,bok choy garlic green onions soy sauce cabbage rice noodles onions mustard walnuts blue cheese salt shallots spinach cooked broccoli millet carrot beef vinegar olive oil cheese pizza lettuce radishes mixed greens,./data/images/dish_1564778057/rgb.png
dish_1566330466,377.425903,283.0,beef bok choy millet fried rice vinegar onions olive oil shallots spinach cooked salt cauliflower,./data/images/dish_1566330466/rgb.png
dish_1563823423,700.530396,441.0,white rice cauliflower soy sauce caesar salad steak spinach raw tofu garlic green onions broccoli salt chicken ginger green beans wheat berry vinegar olive oil lime,./data/images/dish_1563823423/rgb.png
dish_1563464457,158.990005,163.0,watermelon bacon berries,./data/images/dish_1563464457/rgb.png
dish_1559925037,54.099998,10.0,bacon,./data/images/dish_1559925037/rgb.png
dish_1566328961,605.81781,308.0,bell peppers shallots garlic jalapenos spinach raw olive oil cheese pizza pepper spinach cooked millet bok choy beef vinegar onions salt tomatoes chicken,./data/images/dish_1566328961/rgb.png
dish_1562602627,577.176025,171.0,hash browns sausage,./data/images/dish_1562602627/rgb.png
dish_1564589366,324.25,348.0,egg whites roasted potatoes,./data/images/dish_1564589366/rgb.png
dish_1564170923,378.817108,319.0,thyme olive oil wheat berry kale salt salmon pepper chard brown rice arugula,./data/images/dish_1564170923/rgb.png
dish_1558113255,30.6,90.0,cantaloupe,./data/images/dish_1558113255/rgb.png
dish_1565987054,260.569977,213.0,spinach raw chicken,./data/images/dish_1565987054/rgb.png
dish_1564000536,659.906189,397.0,chickpeas oregano cream lemon juice basil olive oil shallots white wine cheese pizza pepper wheat berry chicken parsley mustard greens rosemary arugula butter mushroom thyme vinegar garlic salt caesar salad,./data/images/dish_1564000536/rgb.png
dish_1559678457,624.236084,465.0,garlic shallots wheat berry olive oil cucumbers spinach cooked bok choy beef spinach raw vinegar mustard greens mustard onions salt broccoli tomatoes millet,./data/images/dish_1559678457/rgb.png
dish_1558722685,25.84,76.0,cantaloupe,./data/images/dish_1558722685/rgb.png
dish_1560357792,145.150009,50.0,waffles,./data/images/dish_1560357792/rgb.png
dish_1561739719,350.163513,637.0,sweet potato broccoli raspberries berries mixed greens blackberries granola vinaigrette,./data/images/dish_1561739719/rgb.png
dish_1561748862,154.772949,87.0,arugula brown rice salmon thyme olive oil pepper salt,./data/images/dish_1561748862/rgb.png
dish_1559842409,359.192993,179.0,strawberries mandarin oranges broccoli almonds,./data/images/dish_1559842409/rgb.png
dish_1562173411,638.257996,159.0,bacon sausage,./data/images/dish_1562173411/rgb.png
dish_1558723742,375.109985,264.0,carrot almonds corn on the cob cauliflower,./data/images/dish_1558723742/rgb.png
dish_1560455000,12.800001,84.0,cherry tomatoes cucumbers,./data/images/dish_1560455000/rgb.png
dish_1562010821,274.149384,134.0,jalapenos parsley mayonnaise garlic lemon juice salt cabbage pepper pork wheat berry carrot olive oil,./data/images/dish_1562010821/rgb.png
dish_1567526814,408.25,639.0,egg whites watermelon yam sweet potato olive oil,./data/images/dish_1567526814/rgb.png
dish_1560527070,53.129997,69.0,potatoes,./data/images/dish_1560527070/rgb.png
dish_1559590130,194.405991,152.0,asparagus chicken,./data/images/dish_1559590130/rgb.png
dish_1568047973,295.559052,234.0,broccoli olive oil scrambled eggs,./data/images/dish_1568047973/rgb.png
dish_1562180157,1009.176697,557.0,olive oil almonds spinach raw mustard bacon chicken carrot salt vegetable oil blueberries squash vinegar buttermilk flour garlic parsley lemon juice thyme,./data/images/dish_1562180157/rgb.png
dish_1565627800,167.18927,261.0,sweet potato olive oil egg whites,./data/images/dish_1565627800/rgb.png
dish_1560800836,479.399994,170.0,pepperoni pizza,./data/images/dish_1560800836/rgb.png
dish_1562086037,68.970001,121.0,berries,./data/images/dish_1562086037/rgb.png
